Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 10:13,48,Web developer (full-stack),Python,Java,Python,"Elm, Clojure",Windows,Linux,"Linux, Windows",30,"Software development, Administering remote servers (ssh)",10,10,90,90,Yes,3,No,"Dark background, light text",No,No,"Windows Console, Windows Terminal, xfce-terminal",4,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Code editor, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Code editor, Configuration editor, Database query interface, Data entry / forms, Version control (e.g. git)",Accentuated characters are often broken (I'm french),
29/03/2022 10:15,32,ML Engineer,Python,"C++, Java, Python, Scala",Python,"Javascript, Julia, Rust",Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",13,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,70,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Guake, iTerm2, Terminal.app, Windows Console, Windows Terminal",5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, File viewer (syntax highlighted code), ToDo List, Version control (e.g. git)","API development / testing, Database administration, Dashboards (data visualisation), Spreadsheet",No,
29/03/2022 10:16,42,generalist developer,Typescript,"C, C++, C#, Java, Javascript, Kotlin, Perl, Python, Ruby, Rust, Scala, Swift, PHP",Rust,Kotlin,Linux,"MacOS, Windows","Linux, MacOS",25,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,100,50,100,Yes,5,Yes,"Dark background, light text",No,No,"Konsole, Terminal.app, Windows Console",5,5,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Email client, File manager, File viewer (syntax highlighted code), Games, Spreadsheet",Project management / Kanban,inconsistencies between big three terminal behaviours. default colours not easy to read.,
29/03/2022 10:17,44,Web developer (back-end),Python,"Javascript, Rust, Swift",Python,,MacOS,"Linux, Windows","Linux, MacOS, Windows",20,"Software development, Administering remote servers (ssh)",30,80,50,80,Yes,5,No,"Light backround, dark text",No,Yes,Terminal.app,5,3,Yes,Yes,Yes,No,Yes,3,Activity monitor / task manager,,It's unforgiving if you don't know what you're about. ,
29/03/2022 10:17,35,Data scientist,Python,"C, Excel, VBA",Python,"Go, Julia, forth, lisp",Windows,Linux,"Linux, Windows",20,"Editing code, Software development, Data processing",30,100,20,80,Yes,4,Yes,"Dark background, light text",No,Yes,"Windows Terminal, suckless st",4,3,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Distraction free writing, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","Code editor, Games, Spreadsheet","missing images, clicking links",
29/03/2022 10:18,37,Web developer (full-stack),Python,"Javascript, Typescript",Python,Kotlin,MacOS,Linux,"Linux, MacOS",10,"Software development, Administering remote servers (ssh)",20,100,5,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Code editor, Database administration, ToDo List, Version control (e.g. git)","Activity monitor / task manager, Version control (e.g. git)",,
29/03/2022 10:18,41,Engineering trainer ,Python,"C, Go, Javascript, Typescript",Python,Rust,Linux,Windows,"Linux, Windows",25,"Editing code, Software development",30,100,20,100,Yes,5,No,"Dark background, light text",Yes,Yes,"GNOME Terminal, Linux console, Windows Console, Windows Terminal",,5,Yes,Yes,No,Yes,No,5,"Activity monitor / task manager, Bitorrent client, Calculator (basic /scientific), Code editor, Configuration editor, Email client, File manager, File viewer (syntax highlighted code), Games","Activity monitor / task manager, API development / testing, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping",Mostly Linux/Windows changes of behaviour. Much better since using Windows Terminal ,
29/03/2022 10:20,40,Security,PowerShell,"C#, Javascript, Typescript",C#,Python,Windows,Linux,"Linux, Windows",25,"Administering remote servers (ssh), Administering remote and local servers and computers (non-ssh)",1,1,40,95,Yes,3,No,"Dark background, light text",No,No,"Windows Console, Windows Terminal",2,1,Yes,No,No,No,No,3,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,don't know,
29/03/2022 10:20,32,Web developer (full-stack),Typescript,"C, C++, C#, Java, Javascript, Python",Typescript,,Windows,Linux,"Linux, Windows",18,"Software development, Administering remote servers (ssh), Mainly git ",20,100,40,100,Yes,3,No,"Dark background, light text",No,Yes,"GNOME Terminal, Windows Console",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Code editor, Games, Version control (e.g. git)",Version control (e.g. git),,
29/03/2022 10:20,27,DevOps,Python,"Javascript, Typescript",Python,"C, Ruby, Rust",Linux,"Linux, Windows","Linux, Windows",10,"Software development, Administering remote servers (ssh), Data processing",10,90,50,100,Yes,4,No,"Dark background, light text",Yes,Yes,"Alacritty, Kitty, Windows Terminal",5,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Code editor, File viewer (syntax highlighted code), Version control (e.g. git)",,,
29/03/2022 10:21,28,Data scientist,Python,,Python,"C#, Rust",Windows,"Linux, MacOS","Linux, MacOS, Windows",4,,2,100,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,Windows Terminal,3,2,Yes,Yes,Yes,No,No,3,Activity monitor / task manager,"Database query interface, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban",Remembering commands and finding help is sometimes hard to navigate,
29/03/2022 10:22,56,Web developer (back-end),Python,,Python,Javascript,Linux,Linux,Linux,10,"Editing code, Software development, Administering remote servers (ssh)",60,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Guake",3,3,Yes,No,No,No,No,5,"Activity monitor / task manager, Code editor","Chat / Messaging, Code editor, Configuration editor, File manager",No,
29/03/2022 10:22,46,Desktop application developer,Python,"Javascript, PHP",Python,,Windows,Linux,Windows,6,"Software development, Administering remote servers (ssh)",10,100,90,100,Yes,5,No,"Dark background, light text",No,Yes,Windows Console,2,2,Yes,No,Yes,No,No,3,"Games, Version control (e.g. git)","Activity monitor / task manager, Games, Version control (e.g. git)",A lack a familiarity,
29/03/2022 10:23,45,System administrator,Python,C#,Python,"Kotlin, Rust",Linux,Windows,"Linux, Windows",20,"Editing code, Administering remote servers (ssh)",25,90,60,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Kitty, Konsole, Windows Console, Windows Terminal, Cygwin MinTTY",5,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Bitorrent client, Code editor, Configuration editor, Email client, File manager, File viewer (syntax highlighted code)","Activity monitor / task manager, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Email client, File manager, File viewer (syntax highlighted code), Games, Project management / Kanban, Version control (e.g. git)",$TERM issues,
29/03/2022 10:24,31,researcher,Python,"C, Python, Fortran, bash",Python,C++,Linux,,Linux,15,"Editing code, Software development, Data processing",30,80,20,100,Yes,5,Yes,"Light backround, dark text",No,Yes,GNOME Terminal,5,4,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Calendar, Code editor, File manager, ToDo List, Note keeping, Version control (e.g. git)","Jupyter editor, Jupyter viewer, Project management / Kanban, Spreadsheet",,
29/03/2022 10:24,36,DevOps,Python,"Go, Julia, Kotlin, Python, Ruby",Ruby,Rust,MacOS,"Linux, MacOS, Windows",MacOS,,"Editing code, Software development, Administering remote servers (ssh), Data processing",40,100,40,100,Yes,2,Yes,"Dark background, light text",Yes,Yes,Wezterm,5,4,Yes,Yes,Yes,No,No,,"Activity monitor / task manager, Code editor, Configuration editor, Dashboards (data visualisation)",,Customization is laborious and messy. Inconsistency in shortcuts across operating systems breaks my brain,
29/03/2022 10:25,46,DevOps,Go,"Python, Rust",Go,"Dart, Swift",Linux,MacOS,"Linux, MacOS",22,"Editing code, Software development, Administering remote servers (ssh)",30,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,Alacritty,5,4,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, Chat / Messaging, Code editor, Dashboards (data visualisation), File manager, Version control (e.g. git)",,,
29/03/2022 10:25,24,Dev advocate,Python,APL,Python,"C++, Any of Clojure, Erlang, Scheme, Racket, Elixir",Windows,Linux,"Linux, Windows",5,"Editing code, Software development, Administering remote servers (ssh)",10,80,10,99,Yes,5,Yes,"Dark background, light text",No,Yes,Windows Terminal,5,4,Yes,Yes,Yes,No,Yes,5,"File viewer (syntax highlighted code), Games","Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","I've had difficulties in the past with hooks that get run when the terminal opens, and environments that are activated by default and whatnot. E.g., installing starship (the command prompt) wasn't linear for me. It even warranted a TIL article: https://mathspp.com/blog/til/039",
29/03/2022 10:25,16,Student,Python,"C#, Java, Javascript",Python,"Javascript, Typescript",MacOS,,MacOS,1,"Editing code, Software development",,,,,Yes,3,Yes,"Dark background, light text",No,Yes,"Terminal.app, Hyper",4,4,Yes,No,No,No,No,4,"Code editor, File manager, File viewer (syntax highlighted code), Jupyter viewer, ToDo List, Version control (e.g. git)","Activity monitor / task manager, Calculator (basic /scientific), Database administration, Dashboards (data visualisation), Email client, Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban",Yes,
29/03/2022 10:29,41,DevOps,Shell,"Java, Javascript, Puppet",Depends on the task,"Python, Typescript",MacOS,Linux,"Linux, MacOS",26,"Editing code, Software development, Administering remote servers (ssh), Git",20,100,30,100,Yes,4,Yes,"Dark background, light text",No,Yes,"Konsole, iTerm2",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Bitorrent client, Calculator (basic /scientific), Code editor, Configuration editor, Database query interface, Email client, File manager, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database query interface, Distraction free writing, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","Forgetting to use tmux when working remotely. Not being able to find the bottom of the iterm window, because of the lack of border.",
29/03/2022 10:31,50,Data scientist,Python,"Java, Javascript, Julia, Python, Ruby, R",Ruby,Julia,MacOS,Linux,"Linux, MacOS, Windows",40,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Database query interface, Spreadsheet, Version control (e.g. git)","Chat / Messaging, Dashboards (data visualisation), File manager, File viewer (syntax highlighted code), Spreadsheet, Version control (e.g. git)","minor, like maintaining consistency of settings across laptop & cloud dev vm",
29/03/2022 10:32,31,Data engineer,Python,Matlab,Python,Rust,Linux,Windows,Linux,3,"Administering remote servers (ssh), Git, DevOps (aws, docker, k8s, k9s, Helm, ...)",15,90,15,90,Yes,3,No,"Dark background, light text",No,Yes,GNOME Terminal,4,4,Yes,Yes,Yes,No,No,4,,"Activity monitor / task manager, Chat / Messaging, Configuration editor, Database administration, Database query interface, Distraction free writing, Email client, ToDo List, Note keeping, Version control (e.g. git)",,
29/03/2022 10:32,32,Web developer (back-end),Python,"Java, Javascript, PHP",Python,Typescript,Linux,Windows,Linux,20,"Editing code, Administering remote servers (ssh), SysOps oriented tasks",10,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,Terminator,5,4,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Bitorrent client, Code editor, Configuration editor, Dashboards (data visualisation), File manager, Games","Activity monitor / task manager, File manager, Games, ToDo List, Note keeping, Version control (e.g. git)","Custom prompt unstable/slow, terminal hangs on i/o",
29/03/2022 10:32,52,Web developer (full-stack),Python,"C, C++, Javascript, Python, Ruby, PHP",Python,,MacOS,"Linux, MacOS, Windows, ChromeOS","Linux, MacOS, Windows, ChromeOS",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,20,100,Yes,4,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,Yes,Yes,Yes,No,4,"Code editor, File manager","Database administration, Email client",,
29/03/2022 10:33,50,,Python,"C++, R",Python,Julia,Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",17,"Editing code, Software development, Administering remote servers (ssh), Data processing",90,100,90,100,Yes,5,Yes,"Dark background, light text",No,Yes,GNOME Terminal,5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Code editor, Database administration, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
